Customer_ID,Age,Gender,Monthly_Charges,Tenure_Months,Internet_Service,Contract_Type,Support_Calls,Payment_Method,Churn
10397,35,Male,135.0,22,Fiber,Month-to-Month,1,Cash,Yes
10398,42,Female,136.42,18,Cable,One Year,9,Credit Card,Yes
10399,59,Male,138.19,43,DSL,One Year,9,Cash,Yes
10400,48,Male,60.8,39,DSL,One Year,5,Credit Card,No
10401,20,Female,109.84,6,Fiber,One Year,10,Credit Card,Yes
10402,57,Female,55.31,48,DSL,One Year,0,Credit Card,No
10403,63,Female,44.78,7,Cable,Month-to-Month,10,Cash,Yes
10404,41,Male,44.0,69,Cable,One Year,3,Cash,No
10405,67,Female,64.47,16,Cable,Month-to-Month,9,Credit Card,Yes
10406,49,Female,75.89,1,Fiber,One Year,10,Cash,Yes
10407,64,Female,128.02,37,DSL,One Year,4,Credit Card,Yes
10408,39,Female,35.59,37,Fiber,Two Year,1,Bank Transfer,No
10409,40,Female,115.54,64,Cable,Month-to-Month,1,Cash,Yes
10410,19,Male,89.09,62,DSL,One Year,6,Cash,No
10411,44,Male,57.43,61,Cable,One Year,6,Bank Transfer,Yes
10412,59,Male,84.07,33,DSL,One Year,5,Bank Transfer,No
10413,19,Female,58.99,66,DSL,Two Year,0,Bank Transfer,No
10414,43,Female,97.49,30,Fiber,Month-to-Month,2,Credit Card,Yes
10415,34,Female,76.4,20,DSL,One Year,8,Credit Card,Yes
10416,57,Male,41.37,60,Cable,One Year,9,E-Wallet,No
10417,50,Female,35.16,24,DSL,One Year,0,Bank Transfer,Yes
10418,26,Female,91.07,4,Cable,Two Year,1,E-Wallet,No
10419,60,Female,137.31,37,Fiber,One Year,7,Credit Card,Yes
10420,65,Male,64.71,4,Cable,Month-to-Month,6,Cash,Yes
10421,56,Female,115.29,18,DSL,Month-to-Month,8,Bank Transfer,Yes
10422,46,Male,105.63,66,Cable,Month-to-Month,9,Cash,Yes
10423,59,Female,141.1,48,Cable,Month-to-Month,3,Credit Card,Yes
10424,43,Male,126.73,33,DSL,One Year,3,Bank Transfer,No
10425,52,Male,93.66,58,Cable,Two Year,6,E-Wallet,No
10426,67,Male,105.41,28,DSL,Two Year,0,E-Wallet,No
10427,42,Female,136.79,35,Fiber,Two Year,9,Credit Card,No
10428,41,Female,71.94,10,Cable,One Year,8,Cash,Yes
10429,30,Male,62.48,65,Fiber,Two Year,1,Credit Card,No
10430,24,Male,21.41,42,Cable,Month-to-Month,0,Cash,Yes
10431,53,Female,127.45,9,Cable,One Year,6,Credit Card,Yes
10432,62,Female,124.13,60,Fiber,Two Year,5,E-Wallet,No
10433,37,Male,33.58,15,Cable,Month-to-Month,2,Cash,No
10434,18,Female,94.99,57,Cable,Month-to-Month,0,Credit Card,Yes
10435,25,Female,80.32,69,Fiber,One Year,4,Bank Transfer,No
10436,63,Female,35.43,22,Cable,One Year,9,E-Wallet,No
10437,33,Female,147.47,64,DSL,Two Year,3,E-Wallet,Yes
10438,31,Male,47.91,41,Cable,Two Year,4,Bank Transfer,No
10439,29,Female,28.74,71,Cable,Two Year,0,Credit Card,No
10440,68,Female,97.33,56,Cable,One Year,0,Cash,No
10441,40,Male,116.05,23,Fiber,Two Year,4,E-Wallet,No
10442,32,Male,24.22,25,DSL,Two Year,5,Credit Card,No
10443,45,Female,105.63,6,DSL,Month-to-Month,4,Bank Transfer,Yes
10444,51,Female,89.2,34,Cable,Month-to-Month,1,Cash,Yes
10445,19,Female,33.42,63,Fiber,Month-to-Month,8,Credit Card,Yes
10446,49,Female,42.43,9,Fiber,Two Year,4,Credit Card,No
10447,40,Male,93.84,60,DSL,One Year,10,E-Wallet,No
10448,39,Male,58.53,49,Fiber,Month-to-Month,10,E-Wallet,Yes
10449,68,Male,141.98,51,Cable,One Year,4,Cash,No
10450,42,Female,126.44,60,Cable,Two Year,9,Credit Card,Yes
10451,39,Female,147.86,70,Fiber,Two Year,8,Bank Transfer,No
10452,39,Female,53.76,37,Cable,Month-to-Month,2,Bank Transfer,No
10453,66,Female,146.06,31,DSL,One Year,4,Cash,No
10454,69,Male,76.06,41,Cable,Month-to-Month,4,Credit Card,Yes
10455,59,Male,65.18,62,Fiber,Two Year,1,E-Wallet,No
10456,23,Female,26.55,58,DSL,One Year,10,Credit Card,No
10457,32,Male,26.86,14,Cable,Month-to-Month,3,E-Wallet,Yes
10458,60,Female,109.96,36,DSL,Two Year,10,Bank Transfer,No
10459,54,Female,79.53,36,Fiber,Month-to-Month,10,Cash,Yes
10460,50,Male,49.45,8,Cable,One Year,1,Cash,No
10461,25,Female,99.82,26,Cable,One Year,4,Cash,No
10462,61,Female,52.87,36,DSL,One Year,9,E-Wallet,Yes
10463,61,Male,95.09,48,Cable,One Year,1,Bank Transfer,No
10464,22,Female,66.7,28,Cable,One Year,9,Bank Transfer,No
10465,56,Female,127.06,68,Cable,Month-to-Month,8,Cash,Yes
10466,21,Male,126.69,62,Cable,Month-to-Month,9,Cash,Yes
10467,23,Female,82.06,51,Fiber,Month-to-Month,5,E-Wallet,No
10468,62,Male,65.61,42,Cable,Month-to-Month,7,E-Wallet,Yes
10469,49,Female,67.13,29,DSL,Two Year,8,Credit Card,No
10470,69,Male,124.74,10,Fiber,Two Year,7,E-Wallet,Yes
10471,47,Male,62.66,39,DSL,Month-to-Month,4,Credit Card,Yes
10472,64,Male,47.18,1,DSL,Two Year,4,Cash,No
10473,52,Female,31.01,39,DSL,Two Year,5,Bank Transfer,No
10474,57,Male,80.67,21,Fiber,One Year,0,E-Wallet,No
10475,69,Male,82.68,65,Fiber,Month-to-Month,10,Bank Transfer,Yes
10476,33,Male,129.32,15,Fiber,Two Year,7,E-Wallet,Yes
10477,30,Male,48.76,4,Cable,Two Year,1,E-Wallet,Yes
10478,67,Male,69.53,60,DSL,Month-to-Month,5,Credit Card,No
10479,59,Female,125.09,61,Fiber,One Year,8,E-Wallet,Yes
10480,47,Female,127.07,20,DSL,Month-to-Month,2,Cash,Yes
10481,36,Female,70.0,10,Fiber,One Year,1,Bank Transfer,No
10482,34,Female,79.69,34,Fiber,Two Year,9,E-Wallet,Yes
10483,36,Female,59.43,48,Fiber,One Year,4,Bank Transfer,No
10484,45,Female,141.23,33,DSL,One Year,10,Bank Transfer,No
10485,43,Female,35.42,61,Cable,Month-to-Month,8,Bank Transfer,Yes
10486,54,Male,141.39,10,Fiber,Two Year,5,E-Wallet,No
10487,43,Female,108.9,54,Fiber,Month-to-Month,7,Credit Card,Yes
10488,40,Male,89.1,65,Fiber,Month-to-Month,7,Bank Transfer,No
10489,26,Male,24.25,1,Cable,Two Year,6,Bank Transfer,Yes
10490,29,Female,81.83,5,DSL,Month-to-Month,4,E-Wallet,Yes
10491,18,Male,73.01,15,DSL,Month-to-Month,1,E-Wallet,No
10492,18,Male,40.96,28,DSL,One Year,9,Cash,No
10493,64,Male,105.33,23,DSL,Month-to-Month,9,Cash,Yes
10494,51,Male,146.25,17,Fiber,Two Year,4,Credit Card,No
10495,49,Female,93.08,13,Cable,Month-to-Month,6,Credit Card,Yes
10496,65,Female,112.92,14,Fiber,One Year,6,Credit Card,Yes
10497,42,Female,28.9,11,Cable,Month-to-Month,10,Credit Card,Yes
10498,57,Female,74.3,28,DSL,Month-to-Month,1,Bank Transfer,No
10499,62,Female,35.13,42,Cable,Month-to-Month,6,E-Wallet,Yes
10500,18,Female,99.66,61,Fiber,One Year,5,Cash,No
10501,33,Female,142.0,64,Fiber,Two Year,6,Bank Transfer,Yes
10502,56,Female,106.03,31,DSL,Two Year,10,E-Wallet,No
10503,22,Female,29.98,10,Fiber,One Year,7,E-Wallet,Yes
10504,39,Female,66.11,8,Fiber,One Year,3,Bank Transfer,No
10505,46,Male,91.59,21,Cable,Month-to-Month,0,Bank Transfer,Yes
10506,20,Female,72.42,59,Fiber,Two Year,7,Cash,No
10507,29,Male,128.37,50,DSL,One Year,7,Credit Card,No
10508,43,Male,125.91,69,DSL,Two Year,2,Credit Card,No
10509,33,Male,99.54,70,Fiber,Month-to-Month,2,Cash,No
10510,68,Male,68.55,30,DSL,One Year,4,Cash,No
10511,54,Female,53.19,17,Cable,Two Year,2,Credit Card,No
10512,39,Male,33.76,20,Cable,Two Year,4,Bank Transfer,No
10513,46,Female,66.14,48,Fiber,Month-to-Month,7,Credit Card,Yes
10514,31,Female,73.71,2,Fiber,One Year,0,E-Wallet,No
10515,45,Male,107.86,37,Cable,Two Year,1,E-Wallet,No
10516,22,Female,105.56,1,DSL,Month-to-Month,1,Cash,No
10517,64,Male,29.11,4,Fiber,Two Year,3,Credit Card,No
10518,66,Male,71.38,54,Fiber,Month-to-Month,8,Credit Card,Yes
10519,47,Female,43.63,25,DSL,Two Year,1,E-Wallet,No
10520,63,Female,40.39,3,Fiber,Two Year,10,Credit Card,No
10521,69,Male,127.55,9,DSL,Month-to-Month,8,Cash,Yes
10522,22,Female,25.45,34,DSL,One Year,6,Cash,No
10523,29,Female,74.49,43,DSL,Month-to-Month,9,E-Wallet,Yes
10524,33,Female,41.87,22,DSL,One Year,7,Credit Card,No
10525,43,Male,134.31,70,DSL,Two Year,0,Credit Card,Yes
10526,43,Male,92.42,2,Cable,Two Year,4,E-Wallet,No
10527,65,Female,50.08,66,DSL,Month-to-Month,8,Bank Transfer,Yes
10528,38,Female,85.32,32,Cable,Month-to-Month,3,Bank Transfer,No
10529,56,Female,115.09,16,DSL,One Year,1,Credit Card,No
10530,53,Female,144.56,1,Fiber,One Year,5,Cash,Yes
10531,50,Female,48.66,48,Cable,One Year,1,Bank Transfer,No
10532,47,Male,135.2,50,Fiber,Month-to-Month,2,Credit Card,Yes
10533,54,Female,141.46,13,DSL,Two Year,7,Bank Transfer,Yes
10534,40,Male,139.13,15,DSL,Month-to-Month,2,E-Wallet,Yes
10535,27,Female,102.6,53,Fiber,Two Year,1,Bank Transfer,No
10536,22,Male,101.88,44,DSL,Month-to-Month,5,Bank Transfer,Yes
10537,53,Female,72.42,8,Fiber,Month-to-Month,2,E-Wallet,Yes
10538,51,Male,117.81,46,DSL,One Year,0,Cash,No
10539,69,Female,89.07,69,DSL,Two Year,2,Credit Card,No
10540,48,Male,108.07,19,Cable,Month-to-Month,5,Cash,Yes
10541,27,Male,75.7,38,Fiber,Month-to-Month,2,Cash,No
10542,36,Male,115.09,11,DSL,Two Year,8,Bank Transfer,Yes
10543,49,Male,127.18,43,Fiber,Month-to-Month,6,Credit Card,Yes
10544,18,Male,39.04,20,Cable,Two Year,4,Bank Transfer,No
10545,22,Male,128.28,20,Fiber,One Year,1,E-Wallet,No
10546,62,Female,90.24,21,Cable,One Year,8,Cash,No
10547,21,Male,129.81,57,Fiber,Two Year,4,Cash,Yes
10548,33,Female,76.07,50,Fiber,One Year,6,E-Wallet,No
10549,41,Female,69.28,26,Cable,Two Year,8,Credit Card,No
10550,33,Female,138.96,30,DSL,Month-to-Month,3,Cash,Yes
10551,19,Female,52.65,31,DSL,Month-to-Month,8,Cash,Yes
10552,66,Female,129.75,42,DSL,Two Year,0,Credit Card,No
10553,45,Male,82.92,68,Fiber,Month-to-Month,5,Bank Transfer,Yes
10554,49,Male,86.83,61,Fiber,One Year,1,E-Wallet,No
10555,44,Male,60.1,61,DSL,Month-to-Month,7,Credit Card,Yes
10556,37,Female,94.5,70,Fiber,Month-to-Month,4,E-Wallet,No
10557,41,Male,62.28,68,Fiber,Two Year,2,E-Wallet,No
10558,29,Male,25.11,17,DSL,One Year,1,Cash,No
10559,67,Male,55.36,19,Cable,Month-to-Month,7,Credit Card,Yes
10560,52,Male,20.83,51,Fiber,Month-to-Month,6,E-Wallet,Yes
10561,50,Male,147.19,70,Fiber,Two Year,8,Bank Transfer,Yes
10562,50,Female,145.55,63,Fiber,Two Year,7,E-Wallet,No
10563,68,Male,71.37,30,Fiber,One Year,10,Cash,No
10564,60,Female,114.69,25,Cable,Month-to-Month,3,Bank Transfer,Yes
10565,54,Female,64.95,71,DSL,Two Year,1,Bank Transfer,No
10566,29,Female,107.24,26,Fiber,Two Year,1,Credit Card,Yes
10567,20,Female,124.71,56,DSL,Two Year,1,Bank Transfer,No
10568,18,Female,143.08,22,Fiber,One Year,10,Credit Card,Yes
10569,50,Male,72.03,19,Cable,Two Year,5,Credit Card,No
10570,57,Male,121.83,31,DSL,One Year,6,Bank Transfer,Yes
10571,27,Male,54.57,26,Cable,One Year,5,Credit Card,No
10572,60,Female,148.74,42,Fiber,Month-to-Month,1,Credit Card,Yes
10573,61,Male,23.35,41,Cable,Month-to-Month,3,Bank Transfer,No
10574,46,Male,98.46,23,Cable,One Year,2,Cash,No
10575,30,Female,105.74,47,Fiber,Month-to-Month,10,E-Wallet,Yes
10576,29,Female,109.45,13,Fiber,Month-to-Month,3,Credit Card,Yes
10577,48,Female,35.65,66,DSL,Two Year,4,Credit Card,No
10578,63,Female,142.01,66,Fiber,Month-to-Month,6,Bank Transfer,Yes
10579,19,Male,43.55,16,DSL,One Year,8,E-Wallet,No
10580,68,Female,100.96,28,Cable,Month-to-Month,10,E-Wallet,Yes
10581,67,Female,48.95,35,Cable,Two Year,1,Credit Card,No
10582,52,Male,59.94,41,DSL,One Year,7,Bank Transfer,No
10583,40,Male,91.04,31,Fiber,Month-to-Month,2,Cash,No
10584,34,Female,74.24,32,Fiber,One Year,8,E-Wallet,No
10585,43,Male,40.83,54,Cable,Month-to-Month,9,Cash,Yes
10586,25,Female,42.22,59,DSL,Two Year,3,Bank Transfer,No
10587,46,Female,74.36,41,Cable,Month-to-Month,2,Cash,No
10588,43,Male,118.45,66,Cable,One Year,9,Bank Transfer,Yes
10589,27,Male,136.74,54,Fiber,One Year,5,Credit Card,Yes
10590,43,Female,30.94,40,DSL,One Year,9,Cash,No
10591,51,Female,71.1,28,Cable,Month-to-Month,8,Credit Card,Yes
10592,68,Female,33.03,37,Fiber,Month-to-Month,6,Credit Card,Yes
10593,58,Male,22.16,65,Cable,Month-to-Month,3,Bank Transfer,No
10594,24,Female,106.02,55,Cable,Two Year,2,Cash,No
10595,21,Female,98.32,4,Fiber,Two Year,9,E-Wallet,No
10596,67,Female,41.19,10,Fiber,Two Year,3,Cash,No
10597,62,Female,50.4,47,DSL,One Year,2,E-Wallet,No
10598,28,Female,23.08,14,Cable,One Year,2,Credit Card,No
10599,46,Male,128.54,38,DSL,One Year,8,Credit Card,Yes
10600,53,Female,146.71,12,Fiber,One Year,3,Bank Transfer,No
10601,42,Female,37.61,45,Fiber,One Year,8,E-Wallet,No
10602,38,Female,50.09,17,Cable,Month-to-Month,9,Cash,Yes
10603,53,Female,132.89,35,DSL,One Year,4,Bank Transfer,No
10604,27,Male,140.44,66,DSL,Month-to-Month,6,Bank Transfer,Yes
10605,54,Male,74.55,41,Cable,Two Year,4,Bank Transfer,No
10606,26,Male,26.58,67,Cable,Two Year,0,Cash,No
10607,41,Female,25.12,29,DSL,Two Year,1,Bank Transfer,No
10608,52,Female,94.61,18,Fiber,Two Year,10,Cash,No
10609,66,Male,71.08,20,Fiber,Two Year,4,Bank Transfer,No
10610,52,Male,23.72,14,Cable,One Year,5,E-Wallet,No
10611,65,Male,95.82,34,DSL,One Year,6,Credit Card,No
10612,53,Female,21.47,49,DSL,One Year,1,E-Wallet,No
10613,35,Female,122.36,54,DSL,Two Year,9,E-Wallet,Yes
10614,66,Male,59.84,31,Fiber,Two Year,8,Bank Transfer,No
10615,56,Male,25.23,58,Fiber,Month-to-Month,5,E-Wallet,No
10616,49,Male,96.49,42,DSL,One Year,1,E-Wallet,No
10617,41,Female,71.7,58,DSL,Two Year,1,E-Wallet,No
10618,40,Female,146.59,30,Cable,Two Year,2,Bank Transfer,No
10619,49,Female,90.75,25,Cable,Two Year,0,Cash,No
10620,54,Male,55.78,63,DSL,Month-to-Month,8,Credit Card,Yes
10621,29,Male,112.23,19,DSL,Two Year,9,Credit Card,No
10622,66,Female,55.29,8,Fiber,Month-to-Month,10,Cash,Yes
10623,30,Male,137.55,3,DSL,Month-to-Month,3,Cash,Yes
10624,40,Female,68.71,67,Cable,One Year,4,E-Wallet,No
10625,42,Male,91.48,17,Fiber,Two Year,6,Credit Card,No
10626,52,Male,26.57,14,Cable,Month-to-Month,0,Cash,No
10627,58,Male,75.4,9,Cable,Two Year,2,E-Wallet,No
10628,47,Male,128.21,62,Fiber,One Year,2,Credit Card,Yes
10629,34,Female,124.73,21,Cable,One Year,1,Bank Transfer,Yes
10630,66,Male,49.16,37,DSL,Month-to-Month,7,Bank Transfer,No
10631,37,Female,49.39,11,Cable,One Year,4,Credit Card,No
10632,65,Female,126.25,20,Fiber,One Year,0,Credit Card,No
10633,42,Female,140.95,35,Fiber,One Year,1,Bank Transfer,No
10634,39,Male,32.4,53,Fiber,Two Year,0,Bank Transfer,No
10635,30,Female,78.51,47,Cable,Two Year,5,Credit Card,No
10636,36,Female,63.87,52,DSL,Month-to-Month,8,E-Wallet,Yes
10637,66,Female,133.19,8,Fiber,Month-to-Month,10,Cash,Yes
10638,53,Male,30.86,4,DSL,One Year,6,Cash,Yes
10639,29,Male,47.45,27,Fiber,One Year,4,Credit Card,No
10640,58,Female,117.82,44,DSL,Month-to-Month,2,Cash,Yes
10641,36,Male,26.67,40,DSL,One Year,7,Bank Transfer,Yes
10642,29,Female,84.03,47,DSL,Month-to-Month,9,Bank Transfer,No
10643,26,Female,77.47,44,Fiber,Two Year,3,Cash,No
10644,24,Male,63.47,48,Cable,One Year,8,Credit Card,No
10645,45,Female,71.29,52,Cable,One Year,4,Bank Transfer,No
10646,31,Male,88.89,68,Cable,One Year,5,E-Wallet,No
10647,48,Male,40.98,11,DSL,Two Year,4,E-Wallet,No
10648,69,Female,94.36,4,Fiber,Two Year,9,Bank Transfer,No
10649,36,Male,124.71,48,DSL,One Year,10,Bank Transfer,No
10650,64,Male,118.82,26,Fiber,Month-to-Month,6,Cash,Yes
10651,33,Female,40.01,39,DSL,Two Year,6,Credit Card,No
10652,22,Female,39.4,58,Fiber,One Year,0,Cash,No
10653,52,Male,54.86,19,Fiber,One Year,1,Credit Card,No
10654,29,Male,66.94,58,Fiber,Two Year,6,E-Wallet,Yes
10655,42,Female,73.1,28,DSL,Month-to-Month,7,E-Wallet,Yes
10656,69,Male,108.36,66,Cable,One Year,3,Credit Card,Yes
10657,38,Male,27.37,10,DSL,Month-to-Month,5,Cash,Yes
10658,53,Male,24.51,58,DSL,Month-to-Month,10,Bank Transfer,No
10659,40,Male,70.95,14,Fiber,Two Year,9,Credit Card,No
10660,33,Male,110.63,15,Fiber,One Year,2,Cash,No
10661,56,Male,45.15,33,Cable,One Year,6,E-Wallet,No
10662,62,Male,103.4,17,Cable,Month-to-Month,10,Bank Transfer,Yes
10663,59,Female,53.78,24,Fiber,Two Year,2,E-Wallet,No
10664,56,Female,135.19,30,Cable,Two Year,10,Credit Card,Yes
10665,31,Female,136.44,62,Cable,Two Year,6,E-Wallet,Yes
10666,48,Female,58.65,13,Fiber,Month-to-Month,10,E-Wallet,Yes
10667,22,Female,49.9,62,DSL,Month-to-Month,10,Credit Card,Yes
10668,52,Male,73.47,47,Cable,One Year,7,Bank Transfer,Yes
10669,40,Male,51.27,16,Fiber,Two Year,2,Credit Card,No
10670,46,Male,107.41,66,Cable,Month-to-Month,1,Cash,Yes
10671,60,Male,127.39,43,Cable,Two Year,5,Credit Card,No
10672,28,Female,107.5,8,Fiber,Month-to-Month,3,Credit Card,No
10673,35,Male,127.17,3,Cable,One Year,7,Bank Transfer,Yes
10674,64,Male,71.61,12,Cable,Two Year,1,Cash,No
10675,29,Female,40.32,16,Cable,Month-to-Month,3,E-Wallet,No
10676,26,Male,115.93,59,DSL,Two Year,1,E-Wallet,No
10677,27,Male,66.86,49,DSL,Month-to-Month,1,E-Wallet,No
10678,61,Female,107.27,63,Cable,Month-to-Month,1,E-Wallet,Yes
10679,34,Male,55.18,62,Fiber,Month-to-Month,0,Bank Transfer,No
10680,55,Male,30.56,49,Cable,Two Year,3,Cash,No
10681,24,Male,149.04,51,Cable,Month-to-Month,1,Bank Transfer,No
10682,63,Male,40.31,33,DSL,One Year,8,Credit Card,No
10683,30,Male,148.49,30,DSL,Two Year,8,Cash,Yes
10684,57,Female,147.05,59,DSL,One Year,10,Cash,Yes
10685,59,Female,123.2,15,Cable,One Year,10,E-Wallet,Yes
10686,26,Female,105.72,23,Cable,Two Year,6,E-Wallet,No
10687,67,Female,95.11,45,Fiber,Month-to-Month,5,E-Wallet,No
10688,44,Female,132.59,62,Cable,One Year,2,E-Wallet,No
10689,19,Female,57.63,71,Cable,Two Year,6,Credit Card,No
10690,22,Male,80.8,15,DSL,Month-to-Month,0,E-Wallet,No
10691,46,Female,100.52,46,DSL,Two Year,8,Bank Transfer,Yes
10692,54,Female,73.45,64,DSL,Two Year,3,Cash,No
10693,55,Male,75.57,46,DSL,Two Year,5,Credit Card,Yes
10694,36,Male,62.94,56,DSL,Month-to-Month,5,Credit Card,Yes
10695,25,Female,93.35,44,Fiber,One Year,10,Cash,No
10696,65,Male,130.57,29,Fiber,One Year,2,Cash,No
10697,62,Female,46.2,62,Fiber,Two Year,3,Cash,No
10698,18,Male,141.48,52,DSL,Two Year,10,Credit Card,Yes
10699,39,Female,109.58,54,DSL,Month-to-Month,9,Bank Transfer,Yes
10700,69,Male,127.03,57,DSL,Two Year,2,Bank Transfer,No
10701,34,Male,92.3,66,Fiber,Two Year,5,Cash,No
10702,24,Female,121.34,22,DSL,Two Year,0,Credit Card,No
10703,42,Female,22.11,20,Fiber,One Year,7,E-Wallet,Yes
10704,62,Female,126.39,33,DSL,Two Year,7,Credit Card,Yes
10705,21,Female,25.22,25,Cable,One Year,8,Cash,No
10706,53,Female,135.69,46,Fiber,Month-to-Month,5,Credit Card,Yes
10707,23,Male,148.96,57,Cable,Month-to-Month,0,Credit Card,Yes
10708,48,Female,58.23,5,Fiber,One Year,2,Credit Card,No
10709,36,Female,47.34,55,DSL,One Year,0,E-Wallet,No
10710,61,Male,119.5,61,DSL,One Year,4,Cash,No
10711,56,Male,52.89,8,Cable,One Year,2,Cash,No
10712,44,Female,132.52,16,DSL,Two Year,1,Cash,No
10713,27,Male,33.37,48,Fiber,One Year,2,Bank Transfer,No
10714,43,Male,36.37,61,DSL,One Year,8,Bank Transfer,No
10715,36,Female,147.29,15,DSL,One Year,10,Cash,No
10716,56,Male,107.6,65,Fiber,Two Year,7,Credit Card,Yes
10717,20,Male,130.1,22,Cable,Two Year,2,Credit Card,No
10718,62,Female,62.16,3,Cable,Two Year,10,Cash,No
10719,30,Female,107.94,54,DSL,Month-to-Month,1,E-Wallet,Yes
10720,67,Male,97.25,14,Fiber,Two Year,4,E-Wallet,No
10721,45,Male,98.41,36,Cable,One Year,0,Credit Card,No
10722,37,Female,108.73,67,Cable,Two Year,3,Credit Card,No
10723,45,Male,94.8,10,DSL,Two Year,7,Bank Transfer,Yes
10724,25,Male,75.78,49,Fiber,One Year,0,E-Wallet,No
10725,58,Male,55.87,65,Cable,Two Year,4,Credit Card,No
10726,56,Female,119.92,57,DSL,Month-to-Month,3,Credit Card,Yes
10727,18,Male,49.42,27,DSL,Two Year,5,Cash,No
10728,20,Male,110.01,5,DSL,Month-to-Month,6,Bank Transfer,Yes
10729,30,Female,50.33,71,DSL,Month-to-Month,8,E-Wallet,Yes
10730,45,Male,101.29,57,Cable,Month-to-Month,0,E-Wallet,No
10731,66,Male,117.12,15,Fiber,One Year,10,Bank Transfer,Yes
10732,42,Female,48.43,30,DSL,Two Year,9,Credit Card,Yes
10733,50,Female,27.79,20,DSL,Month-to-Month,3,E-Wallet,No
10734,55,Female,37.03,37,Cable,Month-to-Month,5,E-Wallet,No
10735,23,Female,98.78,3,DSL,Two Year,9,E-Wallet,No
10736,61,Male,130.43,41,DSL,One Year,6,Cash,No
10737,62,Male,25.85,39,Fiber,One Year,6,Bank Transfer,No
10738,49,Female,115.44,26,DSL,Month-to-Month,7,E-Wallet,Yes
10739,62,Female,64.37,2,Cable,One Year,9,Bank Transfer,Yes
10740,64,Male,82.21,23,Fiber,Two Year,7,Credit Card,No
10741,38,Female,140.75,23,Cable,One Year,7,Bank Transfer,Yes
10742,33,Male,63.16,16,Fiber,Two Year,7,Cash,No
10743,38,Female,80.49,9,Fiber,Month-to-Month,7,Cash,Yes
10744,28,Male,21.78,13,DSL,Two Year,5,Bank Transfer,No
10745,54,Female,30.61,28,DSL,Month-to-Month,8,Cash,Yes
10746,53,Female,53.62,27,DSL,Two Year,2,E-Wallet,No
10747,52,Male,23.62,51,Cable,Two Year,5,Cash,No
10748,36,Female,102.08,64,DSL,One Year,4,Credit Card,No
10749,37,Male,75.43,52,DSL,Two Year,7,Bank Transfer,Yes
10750,35,Male,91.26,38,Fiber,Month-to-Month,3,Bank Transfer,No
10751,64,Male,42.7,65,DSL,Two Year,3,Credit Card,No
10752,58,Male,58.47,18,DSL,Month-to-Month,9,Credit Card,No
10753,66,Male,106.3,63,DSL,Month-to-Month,10,Credit Card,Yes
10754,31,Female,145.49,51,DSL,Two Year,9,Credit Card,Yes
10755,32,Female,26.55,9,Fiber,One Year,4,E-Wallet,No
10756,48,Male,135.75,13,DSL,Two Year,10,Cash,Yes
10757,18,Female,94.99,40,Fiber,Two Year,5,Cash,No
10758,20,Male,93.31,55,Cable,One Year,10,E-Wallet,No
10759,33,Female,85.04,43,DSL,Month-to-Month,3,Credit Card,No
10760,40,Female,29.02,44,DSL,Two Year,1,Bank Transfer,No
10761,28,Female,31.68,68,DSL,One Year,1,Bank Transfer,No
10762,29,Female,98.12,33,Fiber,One Year,2,Bank Transfer,No
10763,27,Male,64.32,24,DSL,Month-to-Month,1,Credit Card,No
10764,49,Male,139.24,36,DSL,One Year,0,E-Wallet,No
10765,33,Female,72.86,10,Cable,Month-to-Month,7,E-Wallet,Yes
10766,25,Female,38.63,20,Fiber,Two Year,4,E-Wallet,No
10767,55,Male,112.91,12,Fiber,One Year,9,Cash,No
10768,29,Female,58.14,62,Cable,Two Year,0,Cash,No
10769,41,Male,88.31,18,Fiber,One Year,8,Cash,No
10770,45,Male,110.72,63,DSL,One Year,7,Cash,Yes
10771,25,Male,137.03,25,DSL,Two Year,3,Bank Transfer,No
10772,45,Female,122.98,12,Cable,One Year,7,Bank Transfer,No
10773,53,Male,107.93,21,Fiber,Two Year,9,E-Wallet,Yes
10774,43,Female,108.35,25,Fiber,Two Year,6,Cash,Yes
10775,25,Male,142.97,11,Fiber,Month-to-Month,10,E-Wallet,Yes
10776,67,Female,58.46,64,Cable,Two Year,10,Credit Card,No
10777,45,Female,20.14,50,DSL,Month-to-Month,6,Cash,Yes
10778,45,Female,55.35,62,Cable,Two Year,0,Cash,No
10779,54,Male,48.33,49,DSL,One Year,5,E-Wallet,No
10780,58,Male,106.04,14,Cable,Two Year,3,E-Wallet,No
10781,53,Female,102.38,1,DSL,One Year,9,Credit Card,Yes
10782,44,Female,97.15,25,Fiber,Month-to-Month,9,E-Wallet,Yes
10783,34,Female,22.11,59,Fiber,One Year,9,Cash,Yes
10784,26,Male,114.74,69,Fiber,Two Year,10,Bank Transfer,Yes
10785,50,Male,62.06,5,Cable,One Year,1,Credit Card,No
10786,37,Male,106.46,19,Cable,Month-to-Month,9,Credit Card,Yes
10787,30,Male,92.36,23,Cable,One Year,6,Cash,Yes
10788,45,Female,64.56,9,Fiber,One Year,8,Bank Transfer,No
10789,65,Female,37.49,50,DSL,Two Year,4,E-Wallet,No
10790,46,Male,32.27,16,Fiber,Two Year,7,E-Wallet,No
10791,30,Male,128.1,33,Fiber,One Year,4,Bank Transfer,No
10792,63,Female,139.39,2,DSL,Month-to-Month,6,Bank Transfer,Yes
10793,52,Male,104.47,14,DSL,One Year,6,Cash,No
10794,23,Male,33.45,1,DSL,Month-to-Month,8,E-Wallet,Yes
